STATION_ID;STATION_NAME;HOEHE;GEO_BREITE;GEO_LAENGE;2015-1-1;2015-1-2;2015-1-3;2015-1-4;2015-1-5;2015-1-6;2015-1-7;2015-1-8;2015-1-9;2015-1-10;2015-1-11;2015-1-12;2015-1-13;2015-1-14;2015-1-15;2015-1-16;2015-1-17;2015-1-18;2015-1-19;2015-1-20;2015-1-21;2015-1-22;2015-1-23;2015-1-24;2015-1-25;2015-1-26;2015-1-27;2015-1-28;2015-1-29;2015-1-30;2015-1-31
856;Chieming;551;47.8843;12.5404;4.4;6;6.6;5.7;4.6;4.8;5.8;5.6;7.5;9.4;6.7;5.1;4.2;5.9;6;6;6.6;6;5.3;5.2;4.6;5.4;5.6;5.4;5;4.6;5.8;4.7;5.5;4.4;4.6
850;Celle;39;52.5959;10.0296;6.2;7.1;6.5;6.9;6.4;5.9;7.1;7.8;8.4;10.1;6.4;8.4;9.5;6.9;7.7;6.8;6;5.3;5.3;5.6;4.8;5;4.8;5.1;6.3;7.3;6.9;6.8;5.8;6.1;5.9
853;Chemnitz;418;50.7913;12.872;6.5;6;5.7;6.1;5.7;5.2;5.7;6.9;7.2;10;5.2;6.4;6.5;6.8;5.9;6.6;6.7;5.4;5.3;5.6;4.9;5.7;5.3;5;5.9;5.8;6;5.8;5;5.1;4.7
3513;Neuhaus am Rennweg;845;50.5002;11.1344;6;5.3;5.1;5.2;4.7;4.4;5;6.1;6.9;9.3;4.8;6.1;6;6.2;5.9;7.1;5.8;4.6;4.9;4.8;4.2;4.5;4.1;4;5;5;5.1;5.3;4.7;4.5;4.3
5705;Würzburg;268;49.7703;9.9577;6.6;6.5;6.4;6.3;5.8;4.9;6.3;7.9;8.9;11.5;5.5;6.8;5.9;7.3;6.9;8.3;7.5;6.1;6;5.8;5.4;5.8;5.4;5.4;6;6.3;6.6;6.6;6.2;5.9;5.7
7412;Neuhütten/Spessart;340;50.0083;9.4239;;;6.2;6.2;5.6;4.5;6.1;8;8.8;11.2;5.3;6.8;6.8;6.9;6.8;8.2;6.8;5.4;5.6;5.5;5.1;5.4;5.3;5.1;6;6.2;6.5;6.5;5.9;5.7;5.5
7410;Neu-Ulrichstein;350;50.7519;9.0226;6.4;6.4;6.1;6.2;5.8;5.1;5.9;7.5;8.4;10.5;5.8;7.4;7.6;6.9;7.5;8.1;6.4;5.5;5.5;5.4;4.8;5.2;5.1;5.2;6;6.1;6.4;6.5;5.9;5.5;5.5
7419;Langenwetzendorf-Göttendorf;390;50.661;12.0757;6.8;6.2;5.9;6.2;5.5;5.2;5.8;7.1;7.5;10.3;5.4;6.8;6.8;7.2;6.4;7.2;6.9;5.6;5.8;5.9;5.1;5.4;5.3;5.2;6;6.1;6.2;6.1;5.5;5.4;4.9
2680;Königshofen, Bad;288;50.2841;10.4456;6.5;6.4;6.1;6.1;5.6;5;5.9;7.5;8.2;10.9;5.4;6.9;6.4;7.1;6.6;8;6.9;5.4;5.8;5.9;5.2;5.4;5.2;4.9;5.7;6.1;6;6.3;5.8;5.5;5.4
3897;Pelzerhaken;1;54.0893;10.8773;7.1;7.8;7.1;6.4;7.7;7.2;7.5;8.3;8;9;6.7;9.1;9.3;7;8;7.4;6.5;6.1;6;6.1;5.3;5.5;5.1;5.3;6.4;7.6;6.6;7.4;6.1;6;5.1
91;Alsfeld-Eifa;300;50.7446;9.345;6.5;6.4;6.2;6.3;5.6;5;6.2;7.7;8.4;10.7;5.7;7.4;7.6;6.9;7.5;8;6.5;5.2;5.4;5.4;4.7;5.3;5.2;5.1;5.9;6.2;6.4;6.5;5.8;5.5;5.3
4174;Rheine-Bentlage;40;52.2887;7.3866;;;;;;6.6;7.2;8.4;8.9;9.8;6.5;8.7;9.4;6.9;8.5;7;6;6;5.6;5.7;4.5;4.9;4.8;5.8;6.5;7.5;7.2;7.3;6;6;6.1
4175;Rheinfelden;287;47.5627;7.7936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1993;Hameln;68;52.0848;9.3896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3204;Martinroda;427;50.7334;10.8815;6.5;6;5.7;5.7;5.1;4.6;5.6;7;7.5;10;5.2;6.8;6.9;6.6;6.5;7.8;6.3;4.8;5.1;5.5;4.9;5.2;5.1;4.7;5.8;5.7;5.5;5.9;5.3;5.1;4.8
5797;Lichtentanne;353;50.688;12.4328;6.6;6;5.8;6.2;5.6;5;5.6;7;7.4;10.2;5.2;6.5;6.3;7;6;7;6.8;5.5;5.3;5.7;4.9;5.5;5.4;5.1;6;6;6.2;6;5.3;5.4;4.9
